school,sex,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,famrel,freetime,goout,Dalc,health,absences,G1,G2,G3,Feature_1,Feature_2,Feature_3,romantic
GP,M,R,GT3,T,3,2.0,other,other,course,mother,1.0,0,no,no,no,yes,no,yes,no,5,3.0,2,1,3,2.0,10,11.0,12,18.0,2.0,1.0,no
GP,F,U,GT3,T,3,3.0,other,other,home,mother,1.0,0,no,no,no,yes,no,yes,no,3,2.0,3,1,4,2.0,15,12.0,13,17.0,2.0,1.0,no
GP,F,U,GT3,T,2,2.0,at_home,services,home,mother,1.0,0,no,yes,no,yes,yes,yes,yes,4,3.0,3,1,3,0.0,11,12.0,13,18.0,3.0,1.0,yes
GP,M,U,GT3,T,2,2.0,other,other,home,father,2.0,0,no,no,no,no,yes,no,yes,4,4.0,4,2,4,8.0,8,8.0,9,17.0,1.0,3.0,no
GP,M,R,LE3,A,3,2.0,other,other,reputation,mother,2.0,0,no,yes,no,yes,yes,yes,yes,4,2.0,5,3,1,6.0,15,16.0,16,18.0,2.0,4.0,no
GP,M,U,GT3,T,3,1.0,services,other,other,mother,1.0,0,no,no,no,yes,yes,yes,yes,5,4.0,4,3,5,2.0,11,11.0,14,17.0,2.0,4.0,yes
GP,F,R,GT3,T,4,4.0,teacher,other,reputation,mother,2.0,0,no,no,no,yes,yes,yes,yes,4,3.0,4,2,4,2.0,10,11.0,12,18.0,2.0,2.0,no
GP,M,U,GT3,T,4,2.0,health,other,reputation,father,1.0,0,no,yes,no,yes,yes,yes,yes,5,4.0,5,1,5,4.0,10,12.0,14,18.0,2.0,3.0,yes
GP,F,R,GT3,T,2,1.0,other,other,reputation,mother,2.0,0,no,yes,no,no,yes,no,yes,4,3.0,5,1,3,12.0,8,9.0,10,18.0,2.0,2.0,yes
GP,F,U,GT3,T,3,3.0,other,services,home,other,1.0,0,no,yes,no,yes,yes,yes,yes,4,3.0,5,3,5,2.0,11,12.0,12,19.0,2.0,3.0,no
GP,F,U,GT3,T,2,3.0,other,services,reputation,father,1.0,0,no,yes,no,yes,yes,yes,yes,4,5.0,5,1,2,10.0,16,16.0,16,17.0,4.0,3.0,yes
GP,F,U,LE3,T,1,2.0,other,other,home,mother,2.0,0,no,yes,no,no,no,yes,no,4,4.0,3,1,3,2.0,13,13.0,13,18.0,2.0,1.0,no
GP,M,R,GT3,T,1,2.0,at_home,at_home,home,mother,1.0,0,no,yes,no,yes,no,yes,no,3,5.0,2,2,1,2.0,16,17.0,18,17.0,2.0,1.0,yes
GP,F,U,GT3,T,2,1.0,other,other,home,mother,1.0,0,no,yes,no,no,yes,yes,yes,4,2.0,5,1,1,8.0,14,14.0,15,18.0,2.0,2.0,yes
GP,F,U,GT3,T,2,4.0,at_home,health,reputation,mother,2.0,0,no,yes,no,no,yes,yes,yes,4,3.0,3,1,1,6.0,15,16.0,16,17.0,2.0,1.0,yes
GP,F,U,LE3,T,2,2.0,services,other,course,mother,2.0,0,yes,yes,no,no,yes,yes,yes,4,3.0,4,2,5,6.0,12,12.0,12,17.0,2.0,3.0,yes
GP,F,R,GT3,A,3,2.0,other,services,home,mother,2.0,0,no,no,no,no,no,no,yes,4,1.0,1,1,5,15.0,12,9.0,10,18.0,2.0,1.0,yes
GP,M,U,GT3,T,4,2.0,teacher,services,home,mother,2.0,0,no,no,no,yes,yes,yes,yes,3,2.0,4,1,3,6.0,11,12.0,12,18.0,1.0,4.0,no
GP,F,U,GT3,T,4,4.0,health,health,reputation,father,1.0,1,yes,yes,no,yes,yes,yes,yes,2,4.0,4,1,4,2.0,14,12.0,13,17.0,2.0,1.0,yes
GP,F,U,GT3,T,2,2.0,other,services,reputation,father,3.0,0,no,yes,no,no,yes,yes,yes,4,2.0,3,1,1,8.0,13,15.0,15,17.0,3.0,1.0,yes
GP,F,R,GT3,T,3,2.0,services,services,reputation,father,1.0,1,yes,yes,no,no,yes,no,yes,3,3.0,3,4,3,0.0,9,8.0,10,19.0,2.0,1.0,no
GP,M,U,LE3,T,4,3.0,teacher,services,course,mother,2.0,0,no,no,no,yes,yes,yes,yes,4,2.0,3,1,1,0.0,10,10.0,10,18.0,1.0,2.0,no
GP,M,U,GT3,T,1,2.0,at_home,other,home,other,2.0,0,no,no,no,no,no,no,yes,3,4.0,4,2,4,10.0,10,10.0,11,18.0,1.0,4.0,no
GP,M,U,LE3,A,4,1.0,services,other,home,mother,2.0,0,no,no,no,yes,yes,yes,yes,4,5.0,4,2,5,22.0,11,11.0,10,17.0,1.0,4.0,yes
GP,M,U,LE3,A,3,2.0,teacher,services,home,mother,1.0,0,no,no,no,no,yes,yes,yes,4,3.0,4,3,3,18.0,13,13.0,13,17.0,1.0,4.0,no
GP,F,R,LE3,T,1,1.0,at_home,other,reputation,mother,2.0,0,no,yes,no,yes,yes,yes,no,5,2.0,2,1,3,2.0,17,11.0,18,18.0,4.0,1.0,no
GP,F,U,GT3,T,1,1.0,other,other,home,mother,2.0,0,yes,no,no,yes,yes,yes,yes,5,4.0,4,1,4,0.0,12,13.0,13,18.0,2.0,1.0,no
GP,F,U,GT3,T,2,2.0,other,other,course,mother,1.0,0,no,yes,no,no,no,yes,yes,5,4.0,5,1,5,12.0,12,12.0,14,17.0,2.0,2.0,no
GP,F,U,GT3,T,2,1.0,other,other,reputation,mother,2.0,0,no,no,no,yes,yes,yes,yes,4,3.0,1,1,5,10.0,12,13.0,14,18.0,2.0,1.0,yes
GP,M,U,GT3,T,1,1.0,other,other,reputation,father,1.0,0,no,no,no,no,no,yes,yes,4,3.0,3,1,4,0.0,12,12.0,12,17.0,2.0,2.0,no
GP,F,U,GT3,T,2,2.0,at_home,at_home,other,mother,1.0,0,no,yes,no,no,yes,yes,yes,4,3.0,3,1,2,0.0,18,18.0,18,18.0,3.0,2.0,no
GP,F,U,GT3,T,1,1.0,services,teacher,reputation,mother,1.0,0,no,yes,no,no,yes,yes,yes,4,3.0,3,1,3,0.0,13,13.0,14,17.0,3.0,1.0,no
GP,M,U,GT3,T,2,1.0,services,services,reputation,mother,1.0,0,no,no,no,yes,yes,yes,yes,4,2.0,4,1,2,0.0,14,15.0,15,18.0,3.0,3.0,no
GP,M,U,LE3,A,4,4.0,teacher,teacher,reputation,mother,1.0,0,no,yes,no,yes,yes,yes,yes,5,4.0,3,1,2,0.0,17,17.0,17,18.0,2.0,1.0,no
GP,M,U,GT3,T,4,2.0,teacher,other,home,mother,1.0,0,no,yes,no,yes,yes,yes,yes,4,3.0,2,1,5,2.0,15,16.0,16,18.0,2.0,4.0,yes
GP,F,U,GT3,T,4,3.0,health,services,reputation,mother,1.0,0,no,yes,no,no,yes,yes,yes,4,2.0,2,1,3,0.0,17,18.0,18,17.0,3.0,2.0,no
GP,F,R,LE3,T,3,1.0,services,other,reputation,mother,1.0,0,no,yes,no,no,yes,yes,no,3,1.0,2,1,3,0.0,18,19.0,19,17.0,4.0,1.0,no
GP,M,R,LE3,T,3,2.0,services,other,reputation,mother,2.0,0,no,yes,no,yes,yes,yes,yes,5,4.0,2,1,4,0.0,14,15.0,15,18.0,3.0,1.0,no
GP,M,U,GT3,T,3,3.0,health,other,home,mother,1.0,0,no,yes,no,no,yes,yes,yes,4,4.0,3,1,5,0.0,14,15.0,15,17.0,1.0,3.0,no
GP,F,U,GT3,T,4,4.0,health,other,reputation,other,1.0,0,no,yes,no,yes,yes,yes,yes,2,3.0,4,2,2,2.0,14,13.0,13,19.0,2.0,3.0,no
GP,F,U,LE3,T,4,3.0,other,other,home,other,2.0,0,no,yes,no,no,yes,yes,yes,4,4.0,5,1,2,0.0,13,14.0,14,18.0,2.0,2.0,yes
GP,F,U,GT3,T,4,2.0,other,other,reputation,father,1.0,0,no,yes,no,no,yes,yes,yes,4,3.0,3,1,3,0.0,16,17.0,17,18.0,4.0,1.0,no
GP,M,U,LE3,T,4,4.0,teacher,teacher,home,mother,1.0,0,no,yes,no,no,yes,yes,yes,1,4.0,2,2,1,0.0,18,18.0,17,18.0,1.0,2.0,yes
GP,F,U,LE3,A,4,4.0,health,other,home,mother,1.0,0,no,yes,yes,no,yes,yes,yes,4,2.0,4,1,4,0.0,14,15.0,15,18.0,2.0,1.0,yes
GP,M,U,LE3,T,4,4.0,other,teacher,home,father,2.0,0,no,no,no,no,yes,yes,yes,4,1.0,1,2,5,0.0,12,13.0,13,17.0,1.0,1.0,no
GP,F,R,GT3,T,4,4.0,services,services,reputation,mother,1.0,0,no,yes,no,yes,yes,yes,yes,5,3.0,4,1,5,0.0,7,7.0,8,17.0,3.0,1.0,no
GP,F,U,GT3,T,4,2.0,other,other,reputation,mother,2.0,0,no,yes,no,no,yes,yes,yes,4,3.0,3,1,3,0.0,16,16.0,16,17.0,3.0,1.0,no
GP,F,U,GT3,T,3,2.0,health,health,reputation,father,1.0,0,no,yes,no,yes,no,yes,yes,5,2.0,2,1,5,0.0,18,18.0,18,17.0,4.0,2.0,no
GP,M,R,LE3,T,2,1.0,at_home,services,course,mother,2.0,1,no,no,no,yes,yes,yes,yes,4,3.0,1,1,5,0.0,9,11.0,11,19.0,3.0,1.0,yes
GP,M,U,GT3,A,3,2.0,services,other,course,other,1.0,2,no,no,no,yes,yes,yes,no,5,5.0,3,1,5,0.0,14,15.0,15,20.0,1.0,1.0,no
GP,M,R,GT3,T,3,3.0,other,services,reputation,father,1.0,0,no,no,no,yes,yes,yes,no,4,5.0,3,1,5,0.0,10,10.0,11,19.0,2.0,2.0,yes
GP,F,U,GT3,T,1,4.0,other,teacher,home,mother,1.0,0,yes,yes,no,no,no,yes,no,3,4.0,4,1,5,2.0,10,10.0,11,18.0,2.0,1.0,yes
GP,F,U,GT3,T,2,1.0,services,other,course,mother,2.0,0,no,yes,no,yes,yes,yes,yes,5,3.0,3,1,1,2.0,12,12.0,15,18.0,2.0,2.0,no
GP,F,U,GT3,T,2,3.0,other,other,course,father,2.0,0,no,no,no,yes,yes,yes,yes,4,2.0,1,1,3,2.0,11,12.0,14,17.0,2.0,1.0,yes
GP,F,R,GT3,T,4,4.0,teacher,teacher,course,mother,1.0,0,no,no,no,yes,yes,yes,yes,4,4.0,4,1,5,2.0,15,16.0,17,17.0,2.0,1.0,no
GP,F,U,GT3,T,4,3.0,other,other,course,mother,1.0,0,no,yes,no,yes,yes,yes,yes,4,3.0,4,1,5,2.0,14,15.0,17,18.0,3.0,1.0,yes
GP,F,U,LE3,T,4,3.0,health,services,course,mother,2.0,0,no,yes,no,no,yes,yes,yes,3,2.0,4,1,1,8.0,12,12.0,15,18.0,1.0,4.0,no
GP,F,R,GT3,T,3,4.0,at_home,services,course,father,1.0,0,no,yes,no,yes,no,yes,yes,4,3.0,4,2,5,2.0,15,15.0,17,17.0,3.0,5.0,no
GP,F,U,GT3,T,3,3.0,at_home,other,course,father,1.0,0,no,yes,no,no,yes,yes,yes,4,1.0,4,1,3,8.0,11,12.0,14,18.0,2.0,1.0,no
GP,M,U,GT3,T,4,2.0,health,other,course,mother,1.0,0,no,yes,no,yes,yes,yes,yes,5,4.0,4,1,1,9.0,11,10.0,10,19.0,2.0,1.0,yes
GP,F,U,GT3,T,4,2.0,teacher,other,course,mother,1.0,0,no,yes,no,no,yes,yes,yes,4,3.0,4,3,5,0.0,12,11.0,13,18.0,2.0,3.0,no
GP,F,U,GT3,T,3,4.0,other,other,course,mother,1.0,0,no,yes,no,yes,yes,yes,yes,5,4.0,4,1,1,4.0,11,12.0,14,18.0,1.0,1.0,yes
GP,F,U,GT3,T,4,4.0,health,health,course,mother,1.0,0,no,no,no,yes,yes,yes,yes,5,3.0,4,1,5,2.0,14,15.0,17,17.0,1.0,2.0,no
GP,F,U,GT3,A,4,3.0,services,services,course,mother,1.0,0,no,yes,no,no,yes,yes,yes,5,2.0,2,1,5,14.0,15,14.0,17,17.0,2.0,2.0,yes
GP,F,U,GT3,A,3,3.0,services,other,home,mother,1.0,0,yes,yes,no,no,yes,yes,yes,5,3.0,3,1,5,0.0,12,12.0,13,17.0,2.0,1.0,no
GP,F,U,LE3,T,2,1.0,other,other,home,father,1.0,0,no,no,no,yes,yes,yes,yes,4,2.0,3,2,2,2.0,11,12.0,14,17.0,2.0,2.0,no
GP,M,U,LE3,T,4,4.0,other,other,reputation,father,1.0,0,no,yes,no,no,yes,yes,yes,4,2.0,5,3,5,2.0,8,9.0,11,17.0,1.0,4.0,no
GP,F,U,GT3,T,1,1.0,other,other,course,other,1.0,0,no,no,no,yes,yes,no,no,1,5.0,5,4,5,12.0,10,10.0,11,19.0,3.0,1.0,yes
GP,F,U,LE3,A,1,1.0,other,other,course,other,3.0,2,no,yes,no,no,no,yes,yes,5,3.0,4,1,4,2.0,8,8.0,9,19.0,2.0,1.0,yes
GP,F,U,GT3,T,2,2.0,other,other,course,mother,1.0,0,no,yes,no,yes,yes,yes,yes,4,3.0,5,2,5,2.0,10,10.0,10,18.0,1.0,4.0,yes
GP,F,U,GT3,T,2,2.0,other,other,course,mother,1.0,0,no,yes,no,no,yes,yes,no,4,2.0,2,1,3,4.0,14,13.0,13,17.0,2.0,1.0,yes
GP,F,R,LE3,T,2,2.0,services,services,course,mother,1.0,0,no,yes,no,yes,yes,yes,yes,3,3.0,2,2,3,0.0,11,11.0,10,17.0,3.0,2.0,no
GP,F,U,GT3,T,3,1.0,services,services,course,father,1.0,0,no,yes,no,no,no,yes,yes,3,4.0,3,2,5,0.0,17,18.0,17,17.0,3.0,3.0,no
GP,F,U,LE3,T,0,2.0,at_home,at_home,home,father,2.0,0,no,no,no,no,yes,yes,yes,3,3.0,3,2,2,0.0,14,14.0,15,17.0,3.0,3.0,no
GP,F,U,GT3,T,1,1.0,other,other,home,mother,2.0,0,no,no,no,yes,yes,yes,yes,4,5.0,5,1,2,0.0,14,14.0,14,18.0,3.0,2.0,no
GP,M,U,GT3,T,4,4.0,other,other,course,mother,1.0,0,no,no,no,yes,yes,yes,yes,4,3.0,3,2,3,0.0,13,14.0,13,18.0,3.0,2.0,no
GP,M,U,GT3,T,3,3.0,other,services,reputation,mother,1.0,0,no,no,no,yes,no,yes,yes,4,3.0,5,3,5,0.0,17,18.0,17,17.0,1.0,5.0,no
GP,M,R,GT3,T,2,2.0,services,other,course,mother,1.0,0,no,yes,no,no,yes,yes,yes,4,4.0,5,5,4,2.0,11,11.0,10,17.0,1.0,1.0,no
GP,F,U,GT3,T,4,4.0,teacher,services,course,mother,1.0,0,no,yes,no,yes,yes,yes,yes,5,4.0,4,1,4,0.0,13,12.0,13,17.0,3.0,3.0,no
GP,F,U,GT3,T,4,4.0,teacher,teacher,course,mother,2.0,0,no,yes,no,no,no,yes,yes,4,3.0,3,1,4,4.0,15,14.0,15,17.0,3.0,2.0,yes
GP,F,U,GT3,T,3,3.0,at_home,other,course,mother,1.0,0,no,yes,yes,yes,yes,yes,yes,4,2.0,5,2,5,2.0,11,12.0,11,17.0,1.0,5.0,no
GP,M,U,LE3,T,2,2.0,other,other,course,mother,1.0,0,no,yes,yes,yes,yes,yes,yes,4,5.0,5,2,5,0.0,11,11.0,12,18.0,4.0,4.0,no
GP,M,R,GT3,T,3,2.0,at_home,services,home,other,1.0,0,no,yes,no,no,no,yes,no,5,3.0,4,2,5,0.0,11,10.0,10,19.0,1.0,2.0,yes
GP,F,U,GT3,T,2,2.0,at_home,other,course,mother,4.0,0,no,no,no,yes,yes,yes,no,4,2.0,5,1,2,2.0,10,9.0,10,17.0,2.0,1.0,yes
GP,F,R,GT3,T,2,4.0,at_home,other,course,father,1.0,0,no,yes,no,no,yes,yes,yes,4,4.0,3,1,5,0.0,15,15.0,15,17.0,3.0,1.0,yes
GP,M,U,GT3,T,2,2.0,other,other,reputation,mother,1.0,0,no,no,no,no,no,yes,yes,5,4.0,2,1,5,6.0,15,14.0,15,18.0,1.0,2.0,no
GP,F,U,GT3,T,3,3.0,services,services,home,mother,1.0,0,no,no,no,yes,yes,yes,yes,5,3.0,4,1,4,8.0,10,11.0,12,18.0,2.0,1.0,no
GP,F,U,LE3,T,2,2.0,other,other,home,other,1.0,0,no,no,no,yes,no,yes,yes,4,3.0,3,1,2,0.0,10,9.0,12,18.0,2.0,1.0,yes
GP,F,R,GT3,T,2,2.0,at_home,other,course,mother,2.0,0,no,no,no,yes,yes,yes,no,4,4.0,4,1,4,6.0,14,13.0,14,17.0,4.0,1.0,no
GP,F,U,GT3,T,3,4.0,services,other,course,mother,1.0,0,no,no,no,no,yes,yes,yes,4,4.0,5,1,5,8.0,11,13.0,14,17.0,3.0,3.0,no
GP,F,U,GT3,T,3,2.0,other,other,home,mother,1.0,0,no,yes,no,no,yes,yes,yes,4,3.0,2,2,2,0.0,12,13.0,15,17.0,2.0,3.0,yes
GP,F,U,LE3,T,3,3.0,services,services,home,mother,1.0,0,no,yes,no,no,yes,yes,yes,5,3.0,3,1,1,4.0,14,14.0,15,18.0,4.0,1.0,no
GP,F,R,GT3,A,3,2.0,other,other,home,mother,1.0,0,no,yes,no,no,yes,yes,yes,4,3.0,3,2,2,0.0,14,14.0,16,17.0,2.0,3.0,no
GP,M,U,GT3,T,4,4.0,teacher,services,home,father,1.0,0,no,yes,no,yes,yes,yes,yes,4,3.0,3,2,2,0.0,12,12.0,13,18.0,2.0,2.0,no
GP,M,U,LE3,T,3,4.0,services,other,home,mother,1.0,0,no,no,no,yes,yes,yes,yes,4,3.0,3,1,5,6.0,16,11.0,17,18.0,2.0,3.0,yes
GP,F,U,GT3,A,2,2.0,at_home,at_home,home,father,1.0,0,no,yes,no,no,yes,yes,yes,3,3.0,1,1,4,18.0,10,12.0,14,17.0,2.0,2.0,yes
GP,F,U,GT3,T,2,3.0,at_home,other,course,mother,1.0,0,no,yes,no,no,yes,yes,yes,4,3.0,3,1,3,0.0,11,12.0,14,18.0,3.0,2.0,no
GP,F,U,GT3,T,3,2.0,other,services,other,mother,1.0,0,no,no,no,no,yes,yes,yes,5,4.0,3,2,1,4.0,14,16.0,17,18.0,3.0,3.0,yes
GP,M,R,GT3,T,4,3.0,teacher,services,course,mother,1.0,0,no,no,no,no,yes,yes,yes,5,3.0,2,1,4,4.0,15,14.0,17,18.0,3.0,1.0,yes
GP,M,U,GT3,T,4,3.0,teacher,other,course,mother,1.0,0,no,yes,no,no,yes,yes,yes,5,4.0,5,2,5,0.0,14,13.0,14,18.0,3.0,3.0,yes
GP,F,U,GT3,T,4,3.0,health,other,reputation,mother,1.0,0,no,yes,no,yes,yes,yes,yes,4,4.0,3,1,4,0.0,11,12.0,13,17.0,3.0,3.0,yes
GP,F,U,GT3,T,2,1.0,services,other,course,mother,2.0,0,no,yes,no,yes,yes,yes,yes,4,3.0,4,2,1,10.0,12,15.0,15,17.0,2.0,2.0,yes
GP,F,U,GT3,T,2,1.0,services,other,reputation,mother,1.0,0,no,yes,no,yes,yes,yes,yes,4,3.0,5,2,4,4.0,12,16.0,16,17.0,2.0,4.0,no
GP,F,U,LE3,A,2,3.0,at_home,other,home,other,2.0,1,no,no,no,no,yes,no,yes,2,2.0,3,3,5,2.0,10,11.0,11,19.0,1.0,4.0,no
GP,F,U,GT3,T,3,1.0,other,at_home,home,mother,1.0,1,no,yes,yes,no,yes,yes,yes,4,1.0,2,1,3,6.0,10,13.0,13,17.0,1.0,1.0,yes
GP,F,U,LE3,T,4,4.0,other,other,reputation,other,1.0,2,no,no,yes,yes,yes,yes,yes,3,3.0,2,1,5,0.0,9,12.0,12,21.0,3.0,1.0,no
GP,M,U,LE3,T,2,2.0,services,services,reputation,mother,1.0,0,no,yes,no,yes,no,no,yes,4,4.0,4,1,3,11.0,9,11.0,12,18.0,2.0,3.0,no
GP,M,U,LE3,A,3,4.0,other,other,reputation,other,1.0,0,no,no,no,yes,yes,yes,yes,4,3.0,5,1,2,9.0,13,14.0,15,18.0,2.0,4.0,yes
GP,F,U,GT3,T,2,2.0,services,services,reputation,mother,1.0,0,no,yes,no,yes,yes,yes,yes,4,3.0,4,1,4,0.0,13,17.0,17,17.0,2.0,1.0,no
GP,M,U,LE3,A,4,4.0,health,other,reputation,mother,1.0,0,no,yes,no,no,yes,yes,yes,4,4.0,2,1,4,2.0,12,11.0,15,17.0,3.0,1.0,no
GP,F,U,LE3,T,4,2.0,teacher,other,course,mother,1.0,0,no,yes,no,yes,yes,yes,yes,4,2.0,2,1,3,0.0,14,17.0,17,18.0,2.0,1.0,no
GP,M,R,LE3,T,1,1.0,at_home,other,course,other,2.0,2,no,yes,no,yes,yes,no,yes,5,3.0,3,5,4,21.0,9,10.0,10,21.0,2.0,2.0,yes
GP,F,R,GT3,T,1,1.0,other,other,reputation,other,2.0,0,no,no,no,no,yes,yes,yes,3,2.0,2,1,3,8.0,11,15.0,15,20.0,3.0,3.0,yes
GP,F,U,GT3,T,4,4.0,teacher,other,home,other,1.0,1,no,yes,no,no,yes,yes,yes,3,2.0,5,4,5,5.0,9,10.0,11,19.0,1.0,4.0,yes
GP,M,U,LE3,A,3,2.0,other,other,reputation,mother,1.0,0,no,yes,no,no,yes,yes,yes,4,4.0,4,1,5,2.0,16,18.0,18,17.0,2.0,2.0,no
GP,F,U,GT3,T,3,2.0,at_home,other,reputation,father,1.0,0,no,yes,no,no,yes,yes,yes,4,3.0,4,1,2,5.0,14,17.0,17,18.0,3.0,2.0,yes
GP,M,R,GT3,T,2,2.0,other,services,reputation,father,1.0,0,no,no,no,no,yes,yes,yes,3,1.0,3,4,4,13.0,13,14.0,14,18.0,1.0,5.0,no
GP,M,U,GT3,T,2,1.0,other,other,reputation,mother,1.0,0,no,no,no,no,yes,yes,yes,5,3.0,4,1,4,10.0,7,11.0,11,17.0,1.0,4.0,no
GP,F,U,LE3,A,2,2.0,services,other,reputation,mother,2.0,0,no,yes,no,no,yes,yes,yes,4,1.0,4,1,4,10.0,14,17.0,17,18.0,2.0,3.0,no
GP,F,U,GT3,T,1,0.0,other,other,reputation,mother,2.0,1,yes,no,no,no,yes,yes,yes,5,3.0,1,1,5,5.0,8,10.0,10,20.0,1.0,1.0,yes
GP,F,U,GT3,T,3,2.0,services,other,home,mother,1.0,0,no,yes,no,yes,no,yes,yes,3,1.0,2,1,1,4.0,10,13.0,13,18.0,2.0,2.0,yes
MS,F,U,GT3,T,1,3.0,at_home,other,other,father,2.0,0,no,yes,no,no,yes,no,yes,4,3.0,3,1,5,11.0,10,11.0,11,16.0,1.0,3.0,yes
MS,F,R,GT3,T,2,2.0,other,other,course,mother,2.0,0,no,yes,no,yes,yes,yes,yes,4,4.0,4,1,5,0.0,12,12.0,12,16.0,2.0,1.0,no
MS,F,R,GT3,T,1,1.0,at_home,services,other,mother,1.0,1,no,yes,no,no,yes,yes,no,4,1.0,3,1,2,6.0,10,10.0,10,15.0,1.0,1.0,yes
MS,F,R,GT3,T,3,3.0,at_home,other,course,mother,2.0,0,no,yes,no,no,yes,yes,yes,5,4.0,4,2,5,4.0,10,11.0,11,15.0,1.0,3.0,no
MS,F,R,GT3,T,2,3.0,at_home,services,course,mother,2.0,0,no,no,no,no,yes,yes,no,4,5.0,2,1,5,0.0,16,11.0,17,16.0,2.0,2.0,no
MS,F,R,GT3,T,2,1.0,at_home,other,home,mother,1.0,0,no,no,no,no,yes,no,no,1,3.0,4,1,1,2.0,6,8.0,9,15.0,1.0,1.0,no
MS,M,R,LE3,A,4,4.0,at_home,other,home,mother,1.0,0,no,yes,no,no,yes,yes,no,5,3.0,2,1,2,5.0,10,11.0,11,16.0,2.0,3.0,no
MS,M,U,GT3,A,1,2.0,other,other,other,mother,1.0,0,yes,no,no,no,yes,yes,yes,4,4.0,3,1,5,2.0,10,11.0,11,16.0,2.0,1.0,no
MS,F,R,GT3,T,3,2.0,at_home,other,course,father,1.0,1,no,no,no,no,yes,yes,no,4,5.0,4,1,5,0.0,10,10.0,10,17.0,2.0,2.0,yes
MS,F,R,GT3,T,1,1.0,other,other,other,father,1.0,1,no,yes,no,no,no,no,yes,5,4.0,4,2,5,0.0,6,6.0,7,17.0,1.0,2.0,no
MS,F,R,GT3,T,4,4.0,teacher,other,course,mother,2.0,0,no,no,no,no,yes,yes,yes,1,5.0,1,3,5,0.0,13,14.0,14,15.0,1.0,1.0,yes
MS,F,U,GT3,A,2,2.0,at_home,other,reputation,mother,2.0,0,no,no,no,yes,no,no,no,1,2.0,1,1,1,4.0,10,9.0,11,16.0,4.0,1.0,yes
MS,F,R,GT3,T,1,1.0,at_home,services,reputation,father,2.0,0,no,yes,no,no,yes,yes,yes,5,4.0,3,1,4,2.0,10,10.0,10,15.0,2.0,2.0,no
MS,F,R,LE3,T,1,2.0,other,services,course,mother,2.0,1,no,yes,no,no,yes,yes,yes,4,4.0,3,1,2,4.0,6,7.0,8,15.0,1.0,2.0,yes
MS,F,R,GT3,T,0,2.0,other,other,other,mother,2.0,0,no,yes,no,yes,yes,yes,no,3,2.0,3,1,2,0.0,12,11.0,12,16.0,1.0,2.0,no
MS,F,R,GT3,T,2,3.0,other,other,course,mother,2.0,0,no,yes,no,no,yes,yes,yes,5,5.0,5,1,3,2.0,10,11.0,12,17.0,1.0,3.0,no
MS,F,R,GT3,T,3,3.0,other,services,course,father,2.0,0,no,no,no,no,no,yes,yes,4,1.0,3,1,4,0.0,14,16.0,16,15.0,1.0,1.0,no
MS,M,U,GT3,T,1,1.0,at_home,services,home,mother,2.0,0,no,yes,no,yes,yes,yes,no,5,4.0,5,4,3,0.0,7,0.0,0,16.0,2.0,5.0,yes
MS,M,U,GT3,T,1,1.0,other,other,home,mother,1.0,0,no,no,yes,no,no,yes,yes,4,4.0,3,2,5,4.0,8,9.0,9,17.0,2.0,4.0,no
MS,M,R,LE3,T,4,1.0,health,services,reputation,father,1.0,0,no,yes,no,yes,yes,yes,yes,5,3.0,4,1,2,0.0,12,13.0,14,15.0,2.0,2.0,no
MS,M,R,LE3,T,4,1.0,health,services,reputation,father,1.0,0,no,yes,no,yes,yes,yes,yes,5,3.0,4,1,2,7.0,7,9.0,8,15.0,2.0,2.0,no
MS,M,R,GT3,T,3,4.0,other,health,other,mother,3.0,0,no,no,no,no,no,yes,no,3,3.0,5,1,5,4.0,9,11.0,11,16.0,2.0,2.0,no
MS,M,R,GT3,T,1,1.0,other,other,course,mother,4.0,0,no,yes,no,yes,yes,yes,no,5,4.0,5,2,4,8.0,7,9.0,9,15.0,2.0,4.0,yes
MS,M,U,LE3,T,3,3.0,at_home,at_home,reputation,father,1.0,0,no,yes,no,yes,yes,yes,yes,5,3.0,3,1,5,0.0,11,11.0,11,15.0,2.0,1.0,no
MS,M,R,GT3,T,2,2.0,other,other,other,mother,3.0,0,no,no,no,yes,yes,no,no,5,5.0,5,5,3,8.0,8,10.0,9,17.0,1.0,5.0,yes
MS,F,R,GT3,T,4,4.0,teacher,teacher,course,mother,2.0,0,no,no,no,yes,yes,yes,yes,4,2.0,2,1,4,6.0,16,16.0,17,16.0,3.0,1.0,yes
MS,F,R,GT3,T,1,2.0,other,services,course,mother,2.0,0,no,no,no,no,yes,yes,no,5,1.0,2,1,1,3.0,11,13.0,13,15.0,2.0,1.0,no
MS,F,R,GT3,T,2,3.0,other,services,course,mother,3.0,0,no,yes,no,no,yes,yes,yes,4,5.0,4,1,1,2.0,15,15.0,15,16.0,2.0,2.0,no
MS,M,R,GT3,T,1,2.0,other,other,course,father,2.0,0,no,no,no,no,yes,yes,no,4,3.0,3,1,5,0.0,10,11.0,11,16.0,2.0,1.0,no
MS,F,R,GT3,T,2,2.0,other,other,course,mother,3.0,0,no,yes,no,no,yes,yes,yes,4,4.0,5,1,4,4.0,9,10.0,11,16.0,2.0,1.0,no
